aid,meanfreq,median,std,iqr,skew,melspectogram,mfcc,spaectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,pitch,Gender
slt_arctic_b0075,-43.999999999992255,-35.87575110404015,583875.8290813378,132101.8122381993,0.07059054864846578,0.09611561894416808,-295.9857482910156,1748.0460112567926,1592.4760700170636,23.88697618826164,3295.292573816636,181.818,female
slt_arctic_a0149,23.0000000000074,52.4180632514981,736017.9108740895,165973.01089978823,-0.2892795466092447,0.10676427185535432,-272.5040283203125,1873.785275906605,1595.1097226650616,24.635790749222387,3332.60547439487,179.775,female
slt_arctic_a0161,100.99999999999683,59.02566255014801,619030.2155771812,66617.96270155135,0.06270696918192388,0.07043733447790146,-302.96099853515625,1275.266845860884,1385.8301610015342,25.67954521297992,2525.480562097886,181.818,female
slt_arctic_a0175,105.00000000000459,72.18756750039756,635603.2435094183,142125.99526875356,-0.5803648845847301,0.10060440748929976,-258.6219482421875,1784.0971753558792,1606.328752149584,24.731011944705987,3357.502921682889,190.476,female
slt_arctic_a0174,-121.0000000002398,-32.59278150980481,584316.8377141716,176199.5054769108,-0.23033068173011054,0.09888042509555817,-280.52774047851557,1887.2577853482321,1616.1627024653349,22.647650372996374,3490.9423828125,195.122,female
slt_arctic_a0160,65.99999999997213,24.70757599832723,600982.7992944759,90859.35387902713,0.4227891900098333,0.09216276556253432,-291.9425048828125,1610.790878823874,1531.4933554316242,25.07081185645153,3125.415234375,183.908,female
slt_arctic_a0148,-67.99999999999906,42.762438128641406,657061.7685093333,130711.3626786957,-0.339401527533284,0.11140026152133944,-293.65576171875,1613.7222699746876,1603.0737807070764,25.28371999229041,3092.867337740385,181.818,female
slt_arctic_b0074,-15.000000000028983,-11.763532695906179,685552.0473793555,66644.15481126778,0.6886563689237111,0.987838864326477,-279.83035278320307,1261.2440394327,1367.4512947800295,26.762382152291387,2455.810546875,172.043,female
slt_arctic_b0060,89.0000000001876,55.73062406586541,602344.1954478818,155776.8578411996,-0.8160777592936889,0.18061479926109314,-289.3774108886719,1903.3227653625088,1551.6436853248556,22.105420581516007,3463.655598958333,197.531,female
slt_arctic_b0048,-1.583946226849789e-11,-29.10441791579433,579627.706213056,76548.44455691712,-0.036221138580382374,0.1588009148836136,-304.571533203125,1337.5822564458488,1393.7467452076035,23.78378849917075,2557.606201171875,205.128,female
slt_arctic_a0376,51.999999999851205,28.213801607687856,535660.3649214184,164231.52431187342,-0.04466861465910253,0.17815552651882172,-280.14883422851557,1994.7934785640832,1609.1027654614008,22.852995188659424,3711.998896976169,155.34,female
slt_arctic_a0410,25.99999999999951,-39.69649420438145,615499.2312590645,150363.53315814328,0.36470003562338804,0.10119263827800752,-264.05783081054693,1775.6415607813597,1614.2429933440935,24.009401548013955,3332.3379516601562,175.824,female
slt_arctic_a0404,31.9999999999998,114.89666657401904,652443.0056073876,119089.79994641436,-0.3701024974439978,0.09750330448150636,-272.22866821289057,1496.1002032454621,1421.3158442080735,25.596317008635587,2676.836194490132,150.94299999999996,female
slt_arctic_a0362,55.00000000006097,-23.30593164662423,443006.49924771785,107301.75632189914,0.019060143051984384,0.082611083984375,-331.1990661621094,1682.5046057062473,1682.6929709154715,23.449048660605417,3420.441650390625,170.213,female
slt_arctic_b0289,-16.00000000003844,-28.441936149465164,496029.21585108107,141445.9437594922,-0.05957877073231785,0.7487451434135437,-292.9651794433594,2019.9514098028885,1588.0158060977303,23.081887184894303,3697.321003239329,177.778,female
slt_arctic_a0438,5.999999999999454,-35.030295822122525,480610.9549026823,131999.73960922993,1.009010628500914,0.05309788510203362,-333.4482116699219,1842.3403629016952,1617.430890379949,23.52683177369566,3532.1354792668267,164.94799999999995,female
slt_arctic_b0276,14.99999999999281,-11.182202180029435,563811.0659165895,91879.21776710937,0.1449372207347543,0.07859344035387039,-295.7532043457031,1666.9250830700814,1437.1219868478713,25.46845178015677,2941.642029644692,179.775,female
slt_arctic_b0510,12.0000000000718,5.100228359386165,591786.4694945919,109777.97637522873,-0.1297170184586831,0.05811774358153344,-298.0707092285156,1469.7254607922519,1524.5168905439484,26.070277210235208,2888.287686434659,192.771,female
slt_arctic_b0504,3.999999999861163,14.2255352187276,553554.3794259111,118828.73889393691,-0.012171628773357998,0.03131827712059021,-306.85845947265625,1704.9248012902322,1612.5444179747215,23.18360923677079,3267.4072265625,177.778,female
slt_arctic_b0262,73.00000000016917,28.04137205085499,392050.55728723545,91194.33922126135,1.2142553606524047,0.04764410480856896,-267.4765014648437,1903.0516536261448,1543.7338176325259,24.622102598099165,3154.752291165865,181.818,female
slt_arctic_a0389,-37.999999999983274,-50.118420889233676,496813.70642066846,129085.78743433388,-0.48324446155747086,0.22400696575641632,-297.8365783691406,1807.374525411836,1707.37339010456,23.60272755463302,3558.9599609375,164.94799999999995,female
slt_arctic_b0538,-48.00000000000328,-28.277192444229513,540095.9286247559,150739.6428995452,-0.4469195332688839,0.05545452982187271,-289.8305358886719,2359.224269578598,1692.7076754444126,23.59429085775343,4090.179837134577,168.421,female
slt_arctic_a0202,-17.999999999997506,-66.2611489985211,487512.4306456198,149326.92343704,-0.6083504719279493,0.054645977914333344,-286.2942199707031,2161.0108410988587,1619.4702630142126,23.447625602974878,3798.160021551724,168.421,female
slt_arctic_a0564,63.99999999995873,22.941358869888063,781283.4428357527,124032.85171082063,0.1551123813813887,0.2365304529666901,-275.00787353515625,1571.447687330808,1569.1971142881914,25.45593468767068,3091.0433046377393,166.667,female
slt_arctic_a0570,29.000000000003393,37.072045725822136,654550.2383384893,150920.69039087236,-0.6956544671274377,0.09400484710931778,-274.49801635742193,1604.794517877509,1522.4315912505162,26.07654874885853,3032.9048488451085,164.94799999999995,female
slt_arctic_a0216,77.99999999979191,35.492623392885434,626266.436190951,132226.71305219724,0.17805773420661958,0.09260794520378113,-281.38858032226557,1683.751944868475,1623.7424341306134,25.69321190332453,3266.399040478188,175.824,female
slt_arctic_a0558,-31.99999999878841,-79.51017713487126,785377.0280549808,267024.1753651579,-0.8340025169608003,0.18749547004699707,-260.40347290039057,2285.9843184528063,1592.6778183660724,24.001196091728612,3855.954461348684,183.908,female
slt_arctic_b0302,4.000000000001335,-24.162749003095087,433566.7364431917,69210.01529481194,1.9591332168523734,8.342446327209473,-339.4928283691406,1337.5248579588315,1464.5576596859885,25.30290097944466,2591.814630681818,173.91299999999995,female
slt_arctic_b0464,23.999999999989093,-2.743157907902173,430773.75262354565,91187.96481223262,-1.2316223457078304,0.07645554840564728,-280.09576416015625,1734.881255836373,1515.483690061691,23.62823350580444,3251.7828369140625,175.824,female
slt_arctic_b0470,30.000000000010925,6.7908842495817225,427730.05220113613,64525.36489038818,-0.3580943024890031,0.04510346800088882,-336.45343017578125,1420.8988133581472,1593.3745904891946,25.000889716598568,3089.9013157894733,181.818,female
slt_arctic_b0316,-12.99999999999929,-1.7949483701231657,624016.2225936112,88827.51690970134,-0.2104962877025711,0.05159009993076325,-300.8740539550781,1442.6221055326316,1481.4988788302805,26.76458108216569,2815.9149169921875,183.908,female
slt_arctic_b0458,-15.999999999999613,-9.1276074878906,672260.8005071908,191658.4204314812,0.9696553029043808,0.17253386974334714,-285.44952392578125,1752.4896875742706,1610.7105734500228,23.24946742868257,3344.9596477004716,181.818,female
slt_arctic_a0014,20.000000000052246,29.639916412023013,750238.7835681487,133292.29713121534,-1.0340541263098968,0.039946042001247406,-261.26324462890625,1672.0138365900104,1572.92309335061,24.180470288912268,3179.2482421875,192.771,female
slt_arctic_a0028,-5.000000001264799,19.23645953663444,495634.2329206015,36972.86033083874,0.13642261154378543,0.020785897970199585,-341.0230712890625,1437.467404809409,1490.9321980985198,23.794202283484818,2893.7312199519233,181.818,female
slt_arctic_b0100,-19.999999998468546,-15.988359668389467,752613.4080756054,163625.64067519613,-0.0007901782705368595,0.08218475431203842,-279.59664916992193,1566.8753355830893,1471.7378438666199,27.10192205909169,2893.1829748019372,181.818,female
slt_arctic_b0114,63.999999999996106,51.365267755201785,752601.1457163017,138869.9933849693,-0.42581563135615685,0.14116358757019046,-283.8209533691406,1568.5754509648984,1573.9287519806094,25.66488042495533,3053.806966145833,186.047,female
slt_arctic_b0128,-31.00000000000469,4.871702564574321,559625.2310532768,41055.62583810797,0.18320883809237737,0.09773560613393784,-309.22613525390625,1339.0714541444675,1466.1849467512511,24.53192265450603,2716.0546875,177.778,female
slt_arctic_b0102,-32.99999999999925,-10.505816737524583,573130.0767618114,39964.068469218524,6.890259411065751,0.03960874304175377,-313.6278381347656,1256.9970581411294,1484.430496418964,27.917599302161122,2605.9370561079545,181.818,female
slt_arctic_b0116,1.999999999979824,9.821899262411534,583986.0177428706,129138.81409004357,0.6130002110128152,0.272332102060318,-301.7056884765625,1680.9375475084091,1620.7221190498055,23.09527764461857,3247.7414319114964,181.818,female
slt_arctic_a0002,65.99999999998064,6.678112324530957,547938.7246513921,116833.06143370428,-0.6347840057860594,0.8790149688720703,-304.4031677246094,1659.2135867947284,1480.3330535986288,23.41893185844452,3027.3423936631957,179.775,female
slt_arctic_a0016,46.99999999997147,-9.505966419746983,613830.8504042993,172202.94726266112,-0.29988086189578245,0.018718859180808067,-282.2019348144531,1848.5861655444696,1584.6066576009616,21.063853036584792,3455.5897105823865,188.235,female
slt_arctic_b0328,29.00000000019518,-26.273186669990537,552169.6445356307,155441.27012781193,2.146695438070439,0.12194626033306122,-294.2173767089844,1809.6527362011857,1570.3963916906578,25.76432795129152,3469.968017578125,172.043,female
slt_arctic_b0466,-34.99999999999974,-21.669320132721623,567974.012833779,89955.69749625461,0.43163147361382753,1.5642101764678955,-329.52276611328125,1420.9755620953565,1548.9306516257548,24.63288664430647,2861.996388989825,168.421,female
slt_arctic_b0300,-23.000000000001144,-5.340216085292923,566512.1973338254,80189.35994775477,-0.942547241914944,0.1295124888420105,-287.4722595214844,1424.231411323694,1514.8694117414611,24.38691609271855,2867.5048828125,179.775,female
slt_arctic_b0314,28.999999999991758,7.971134826594152,488030.0086393211,60036.32462616527,1.313559821251686,0.05035242810845375,-322.5415954589844,1282.720485634438,1462.172917709921,24.799178798736964,2652.464968659157,186.047,female
slt_arctic_b0472,25.99999999999832,28.44695176073583,614713.1917512419,159166.08466528874,-0.0373143647832118,0.2484138607978821,-293.85748291015625,2052.633926152239,1501.0210312528077,24.070123611797765,3444.71435546875,177.778,female
slt_arctic_b0499,-17.000000000005063,-22.112568508234517,604434.1207125172,117318.29437954786,0.9702445555804504,0.06847099214792253,-291.8985290527344,1786.7344077029852,1601.819391760003,24.077777659566888,3381.1641853012725,163.265,female
slt_arctic_a0228,-20.00000000019449,47.08113628735737,517018.72107112576,139479.51763699032,0.22018277530167163,0.024558067321777344,-289.6818542480469,2102.343584056504,1725.3144789878977,22.873457460854954,3959.889457152062,186.047,female
slt_arctic_a0566,68.99999999999955,-15.870958032966882,653649.1326067026,128629.2906289254,-0.19712970829272922,0.12570199370384216,-274.94638061523443,1718.3234749887476,1608.4350148340152,25.558211090489554,3301.9297342814366,166.667,female
slt_arctic_a0200,-1.5238371089012405e-11,30.660851504256243,553877.759008834,94447.26810892447,-0.8098302746985105,0.08507446199655533,-290.1759948730469,1488.7122717124066,1557.772690481813,23.799743366434488,2987.9924158896165,175.824,female
slt_arctic_a0214,-19.999999999999535,12.316382331307977,464940.92218098,122699.16776791419,-0.5034600213961815,0.6098466515541077,-303.6846618652344,1846.9151499383775,1638.7075529276997,23.20400234732191,3469.706758085664,175.824,female
slt_arctic_a0572,-3.0000000000017497,102.36216348311427,571583.5310188659,120789.89110471096,1.1731582284977184,0.11929615586996074,-258.4849853515625,1723.5405453840747,1503.3915162297315,26.04463643748272,3216.073608398437,173.91299999999995,female
slt_arctic_b0248,138.00000000001017,41.41253619494091,550984.620220905,104901.76876635835,0.291525718240783,0.1458244025707245,-280.38116455078125,1596.7038657086093,1585.7025286324397,24.33748141819342,3096.288101316437,173.91299999999995,female
slt_arctic_b0512,94.0000000015014,26.721922246233106,627436.6081038016,150070.71262295725,0.27822856312144034,0.21012639999389648,-287.556884765625,1777.9397098638642,1547.733679364041,22.955543676568688,3309.88883972168,177.778,female
slt_arctic_b0274,11.000000000124714,46.116366133112024,552250.044236572,148410.17180119443,-0.4299384612992032,0.06089219450950624,-285.46636962890625,2054.037161060392,1595.5383280606745,23.529560864657856,3653.784395741151,177.778,female
slt_arctic_b0260,11.999999999969903,3.4711844635785383,393398.6025977761,118832.89588482204,-1.1023514241894012,0.06900520622730255,-314.8663024902344,2209.9676973869496,1626.8331936314817,23.07263484370897,3812.114391588185,168.421,female
slt_arctic_b0506,-1.999999999999739,-4.359377512152605,443632.2588366366,75113.37018236196,0.25569789906087426,0.02999899350106716,-323.0953369140625,1542.9057072847006,1513.0401685463187,26.435818839118557,2911.9462446732955,177.778,female
slt_arctic_a0348,79.99999999998263,48.605045025578875,599772.7907320258,103561.68574491378,0.6446588142697117,0.12441734969615935,-275.22860717773443,1621.1182315604385,1667.2741430098379,24.944615349316397,3342.736150568182,168.421,female
slt_arctic_a0412,12.000000000093241,-21.99624939692876,511712.6613803864,125870.62440232397,0.12736874699405196,0.08272995799779892,-283.5113830566406,1854.1566294402887,1610.9876000543054,24.749297541496574,3409.124755859375,170.213,female
slt_arctic_a0374,-71.9999999997722,24.818488981758758,462068.7242078206,161417.95984949887,0.17024132679875942,0.1254671812057495,-288.6258544921875,1958.970008101089,1601.8542703348169,23.234571231408,3675.1237540409493,166.667,female
slt_arctic_a0360,6.000000000002095,-33.52811794320587,545540.0872016647,141591.26847353196,-0.6897061963105181,0.04432037100195885,-284.0359802246094,1636.82673412586,1522.682131751997,24.711604387710572,3083.5127397017045,179.775,female
slt_arctic_a0406,-33.99999999999367,10.18228542709494,659647.3315590719,185016.3383658635,-0.07146559386294633,0.1776054948568344,-245.9940948486328,1746.7285038038904,1595.2047819505756,25.05118891747437,3319.120169974662,158.416,female
slt_arctic_a0189,-9.999999999976136,-69.82702061677219,534765.9738071503,111760.09245340874,1.2160852916623814,0.06403551995754242,-308.43499755859375,1619.911297691832,1504.3680533118963,24.967150767416765,3042.581368826486,181.818,female
slt_arctic_b0076,-49.99999999997455,-25.686898348663817,685174.50058014,141335.90505627956,-0.09033455476683097,2.790952444076538,-293.9049072265625,1757.2185656920215,1490.8590966447125,23.045130033894743,3163.128662109375,202.532,female
slt_arctic_b0062,-56.99999999999875,-17.626683137921646,595333.4942135371,74217.23272640443,0.24046318299671443,0.09555690735578536,-306.5157775878906,1262.3307884727844,1446.5102648262882,26.592321845941612,2420.054183467742,183.908,female
slt_arctic_b0089,-68.00000000022187,-45.03133037961379,642625.7965379808,145422.83853013162,-0.00881494148727151,0.09239737689495088,-280.03213500976557,1700.166143617457,1469.777549548855,24.42102619639644,3016.9960423519733,183.908,female
slt_arctic_a0176,29.999999999968704,-10.780828252170977,550523.3564161153,137916.58033221634,0.21180518029786674,0.07895836979150772,-269.83700561523443,1918.771002566347,1648.5154045975275,24.875660919568357,3624.596354166666,192.771,female
slt_arctic_a0162,-169.99999999996982,-58.665440595586006,445563.6211976015,84715.0637677086,0.8101780674477888,0.09719381481409073,-313.5254821777344,1957.213398690586,1668.6902686802885,22.35177261341372,3601.2324662642045,82.47399999999998,female
slt_arctic_a0163,2.9999999994003144,39.023199366172776,437025.75456774636,66184.32256478124,-0.21849953713800727,0.06271607428789139,-312.4127197265625,1630.2445450630971,1554.058938005097,23.62702291134846,3066.574859619141,192.771,female
slt_arctic_a0177,-78.99999999999991,-18.510611833888106,625804.3247226175,135841.6750168067,-0.6924746016136044,0.084485724568367,-278.45291137695307,1643.2503709968344,1596.2401844177014,23.827060942725023,3137.9582331730767,179.775,female
slt_arctic_b0088,-90.99999999999528,-10.056543343529484,467257.31691489054,97253.92339000359,-0.4228909773055371,0.0435514859855175,-311.44207763671875,1807.8651134510544,1621.4470995078657,24.14038866497455,3405.405857252038,192.771,female
slt_arctic_b0063,-61.99999999998634,-43.1812856689794,671267.4385958466,108462.41764972793,0.08225464152638169,0.10070114582777023,-279.908935546875,1647.753373316725,1539.1361713792255,22.91411873259377,3090.4931640625,186.047,female
slt_arctic_b0077,13.999999999988859,7.104563249855346,457694.03756013856,93353.73981875635,-0.967509750654894,0.07431124150753021,-312.3893127441406,1987.8665951941198,1718.9103689203105,24.23193493353991,3903.2426313920455,181.818,female
slt_arctic_a0188,149.00000000033123,32.19738816446625,461534.96378605696,143266.85180685256,1.1404967895044555,0.08217298984527588,-274.74224853515625,1948.495980278687,1603.155222118483,24.01957570681598,3526.5342310855267,56.738,female
slt_arctic_a0361,-13.000000000000401,67.11912783095613,642988.0898582026,183273.11824445645,0.22353046222482553,0.09010080993175508,-269.48095703125,1708.912054560716,1601.9800554951223,24.179072699119924,3384.547570633561,173.91299999999995,female
slt_arctic_a0407,-131.99999999999514,-53.76523438811728,627268.7016753544,204860.24427891982,-0.16895914439570345,0.0632859468460083,-278.1386108398437,1867.0485524512533,1578.3774389358316,24.86422161846886,3493.7153957201085,163.265,female
slt_arctic_a0413,-51.999999999902045,-19.066741993141477,362417.6868604579,97544.92577340976,-0.5692737775266042,0.057101454585790634,-297.6161193847656,1923.174901420724,1614.2673797607602,24.59899895246773,3492.1920776367188,173.91299999999995,female
slt_arctic_a0375,29.999999998776126,48.64439349308668,762364.2232741519,211049.27899058032,0.1953042316868962,0.1410534828901291,-253.6804962158203,1927.8250968902387,1591.4359797368193,23.733553154972075,3498.5121783088234,153.846,female
slt_arctic_a0349,41.00000000000951,30.038987517689748,703296.2502699451,210222.31040806058,-0.01695964377386052,0.13290199637413025,-257.0575561523437,1878.2500715312067,1604.6637826245044,25.53020096893746,3432.689587823276,153.846,female
slt_arctic_b0261,9.360529492627162e-13,-24.06649957661284,488967.3454260517,52133.672601870916,-2.309417199151884,0.12993992865085602,-311.8042297363281,1176.7971448275596,1408.216822790385,26.905091021732165,2617.1018962618673,177.778,female
slt_arctic_b0507,42.00000000000078,24.379586338223362,436938.0131438145,128198.76819109244,0.12970232811517854,1.2639126777648926,-300.12176513671875,2022.127611389328,1632.748516590523,23.00037679944157,3764.788761317173,175.824,female
slt_arctic_b0513,-26.999999999469825,-29.752819941759487,486303.853425633,103438.3383419795,-0.3453228275977335,0.059506539255380624,-311.58917236328125,1447.182874160994,1461.3649091007535,27.48044246284241,2797.062931504361,179.775,female
slt_arctic_b0275,17.000000000007827,-21.998992974840803,512501.6251159533,66626.14393884051,0.7340821376959905,0.07056240737438202,-295.2743225097656,1285.4738661773974,1462.153338581265,25.718576208962173,2558.096142029495,177.778,female
slt_arctic_b0249,135.99999999999102,30.14904536936774,551632.6491971777,123962.73289250738,-3.546984406789739,0.09886710345745088,-257.63592529296875,1990.123869269764,1473.7152285528186,27.160201894437066,3381.3858032226562,175.824,female
slt_arctic_a0215,-18.999999999993115,10.128006614309925,431813.72209147696,107184.0360391135,0.06555063595354935,0.13538262248039246,-294.0531921386719,1781.5917226483211,1649.4458904929602,23.91273932390602,3523.053696576287,172.043,female
slt_arctic_a0573,37.99999999978791,11.782827587152497,738949.0791853403,125899.59949731425,0.2483680626428371,0.12181740999221805,-277.53521728515625,1622.9832417759533,1495.409489798255,26.51924668910579,2845.176677462421,179.775,female
slt_arctic_a0567,59.999999999967585,-0.21036863198969513,653546.3350674288,125007.64584245146,-0.5750150768449378,0.11742309480905533,-284.0216979980469,1607.4637697072633,1547.9865034370112,25.12623507689208,3070.7480982730267,175.824,female
slt_arctic_a0201,18.00000000002012,38.770757148776624,443495.9357781539,98321.78942897305,0.0043298363519638375,0.06666020303964615,-315.2838134765625,1542.3473471210855,1534.2142165597065,24.522777048509017,2996.051580255682,172.043,female
slt_arctic_a0229,36.999999999811536,20.07315741842467,385246.3041761753,96894.9728814612,-0.4785685993808603,0.007852904498577118,-326.78955078125,1747.7959764251934,1554.0840117429784,26.704674280754343,3277.776129891939,175.824,female
slt_arctic_b0498,13.999999999979188,3.3568808841700957,671085.8266702591,132781.21199268854,-0.7573280604151107,0.03211011365056038,-294.3794250488281,1342.5656059979026,1361.9064807998868,27.284176535392703,2603.482101212687,170.213,female
slt_arctic_b0315,83.99999999999973,9.03911281231558,591889.0996149544,148674.62999191633,0.17161091425629385,0.13955192267894745,-293.63720703125,1611.9996643227694,1521.7366526131962,25.247559176276663,2977.815326891448,177.778,female
slt_arctic_b0473,-12.99999999868568,12.41267715733115,519667.0381910126,60080.815343800365,-0.27686146624865837,0.19822128117084506,-314.5467529296875,1250.1541468964685,1567.0259922341193,25.471006103823672,2828.924560546875,181.818,female
slt_arctic_b0467,-78.00000000001003,3.7802511368972773,602163.2172666907,116905.22960218813,-0.4900953968683013,0.06592784821987152,-278.35836791992193,2120.41792777341,1468.8507000645604,26.227903282395268,3272.4420097436796,172.043,female
slt_arctic_b0301,-35.999999999677144,4.810043145361291,568106.7693698856,106241.24341692323,-0.9036081002106542,4.686437129974365,-275.62799072265625,1977.9227731791527,1568.5686425977883,23.1157481772214,3506.7387952302643,179.775,female
slt_arctic_b0329,29.99999999994555,33.489691288472386,501266.15029812005,151069.85671015142,-2.6759067438386452,0.09714299440383913,-283.0573425292969,2046.1261198270083,1563.219264787719,22.652892218988146,3475.086805555556,181.818,female
slt_arctic_a0017,-35.99999999958496,49.015701874093565,808773.372782946,216832.34475257038,0.6447327365520239,0.02973676472902298,-251.6191253662109,1878.1389222899168,1613.6974178940438,23.68953479419477,3469.7539230872844,190.476,female
slt_arctic_a0003,-40.999999999804295,-20.724291643564356,790266.1449671618,190914.9898823245,0.9293476515299296,0.09850642085075376,-256.70654296875,1873.8768703475628,1577.8683048241787,22.277125696449318,3429.2787840040473,202.532,female
slt_arctic_b0117,-17.999999999989644,14.71445572724906,463163.441619106,93195.096361047,0.16940354541937946,0.062196321785449975,-327.8117980957031,2068.344270439217,1598.6002766123715,25.07594906032957,3589.066569010416,179.775,female
slt_arctic_b0103,-13.000000000005121,-17.926050534770127,628354.9014402464,154321.42032909396,0.7957447996657759,0.057809978723525994,-267.50704956054693,1996.6967629330288,1576.4408537189527,23.66914417796217,3486.148681640625,175.824,female
rms_arctic_b0126,-1.091579886776341e-11,39.079516144083755,390614.74482228054,210576.7034240387,-0.05585591348259437,0.01850123330950737,-307.5967712402344,1798.5751757798223,1509.5794195281296,20.831001246832137,3136.594366776316,103.226,male
rms_arctic_b0132,6.7904798962404705e-12,32.891312787731295,494024.9142888594,185475.6380039521,-0.3337256976510499,0.027732698246836662,-277.768798828125,1604.0262968026361,1584.6527011396688,20.54506488156845,3127.017758018092,106.667,male
rms_arctic_a0026,-3.5688634929673454e-12,-0.009155957697657868,315019.60195756546,41095.37916867912,0.1562125462639782,0.012991375289857388,-308.30120849609375,1423.6612435072213,1541.0024808269104,20.49847097082954,2821.1080078125,95.808,male
rms_arctic_a0032,-2.7959337244562993e-11,12.384134882697253,448472.6740326865,248539.4863196296,-0.21035928046335509,0.023093340918421745,-276.27569580078125,2187.052058051805,1560.6866897997425,19.37891678575861,3795.437570923533,84.656,male
rms_arctic_b0324,-4.367749742684699e-12,5.595807084473563,316977.3321035155,111867.2365559996,-0.036015062824080735,0.06563807278871536,-330.6845397949219,1585.4104935608536,1628.0707505259409,20.60884929966833,3151.4214035560344,98.765,male
rms_arctic_b0442,4.950890077695558e-13,24.24947702436475,463461.82703217276,67787.359066679,0.5951041728880132,0.01633710041642189,-274.78390502929693,1504.801626075566,1641.829773262445,23.79780229565435,3075.9230669806984,95.238,male
rms_arctic_a0581,1.5598606433604027e-12,20.800007585436106,401587.30044599256,199494.90962193412,-0.1445265380188738,0.03254280984401703,-306.1912536621094,1748.7688124418405,1611.5307114684006,20.283600705990416,3276.2868245442714,101.266,male
rms_arctic_b0456,-6.16296866406861e-13,3.9064061416702316,444632.51458761684,133662.54871809896,-0.3426057166737558,0.016736911609768867,-274.04693603515625,1599.172001138519,1632.4703789316013,22.71015071122159,3208.5230867627643,98.16,male
rms_arctic_b0330,-1.146871591547401e-12,60.54092703043352,489620.6194310034,147794.80189858034,-0.34288301678900324,0.032056618481874466,-259.98837280273443,1662.1205917273444,1643.0847995829156,22.22334782208232,3196.065673828125,110.345,male
rms_arctic_b0318,2.866814437205206e-12,12.741641031985637,315916.3314653399,74195.82681340326,0.2674070235659244,0.01696854643523693,-314.478759765625,1582.1096159160659,1728.5447957026931,21.17048132467957,3234.566243489584,95.238,male
rms_arctic_a0224,-3.487822473931023e-11,18.364360220119124,359785.9517126372,220423.23625410383,0.2228689371852846,0.026032853871583942,-293.4551086425781,2047.164467638192,1640.1423444284744,20.76079714777452,3655.412872744278,95.808,male
rms_arctic_b0481,-4.993054969308901e-11,7.394612816184235,386723.259967041,226078.58642548474,0.2108577603621787,0.029889456927776337,-289.9578857421875,2147.1175630736566,1625.1184122136026,19.176900208328306,3726.018716276979,89.385,male
rms_arctic_a0542,-4.093445231388071e-11,25.30167200178039,425319.92234000127,158205.58033092308,-0.5193477558445299,0.03545292466878891,-284.7535705566406,1674.1213891298964,1579.1979882978244,20.36775100716096,3157.451402818834,103.896,male
rms_arctic_b0495,2.870100927394154e-13,16.085329590536276,620078.9321497708,212922.49283195054,0.00573510776066736,0.014651819132268429,-264.62225341796875,1454.5291965456615,1479.1453923180106,23.236643499309093,2609.9508846507347,95.808,male
rms_arctic_a0556,2.99890552861347e-11,55.39935960281946,369936.7141395386,107734.36143657402,-0.2987075525137819,0.045009486377239234,-310.91265869140625,1528.9177835947144,1490.8240548499655,20.89914817770524,2825.8557362161628,108.108,male
rms_arctic_a0230,3.8148511791463445e-12,41.46902865637094,488148.50198121736,58402.0117348733,-0.3652101802961892,0.03296354040503502,-276.36386108398443,1238.3724992449922,1496.3384482926074,22.78713711635962,2459.2640625,113.475,male
rms_arctic_a0218,8.813018073724868e-12,22.03683441649082,453834.2750041944,78632.7282184824,0.2213958544426742,0.3656272292137146,-320.66705322265625,1247.8013229263001,1463.8583918597574,23.10865146183411,2372.7689855238973,100.0,male
rms_arctic_b0250,-4.584335148433186e-12,28.81317654749364,394168.7106569887,205200.9664742468,0.47880448470515835,0.016573814675211906,-278.9654541015625,1976.8849369186487,1611.0169620991376,21.577559242432933,3608.0665260736214,95.808,male
rms_arctic_a0393,9.7894702445377e-13,32.495616307911405,420337.1137039887,102929.19149285556,-0.17001772859229397,0.021176347509026527,-293.33831787109375,1574.3145047989651,1591.6156096286522,21.206897916660985,3041.634854403409,94.118,male
rms_arctic_b0536,-1.5824777789713361e-13,24.003747634284082,295538.3472047257,97257.05207088191,-0.06781451525651523,0.01581436209380627,-296.92254638671875,1801.5472123051725,1699.6780449239727,20.04761554307913,3506.401261039402,88.889,male
rms_arctic_b0522,4.4918571299008596e-11,28.194050325109856,485855.01415741775,147342.4126381203,-0.6435404943028837,0.015131051652133463,-278.7025756835937,1829.6089349062024,1655.089279532595,21.656260388756,3372.11510088804,118.519,male
rms_arctic_b0244,-4.3585238424236327e-11,15.357208893671668,394258.2105194694,208817.12386813972,0.260916017949179,0.03721930459141731,-288.28521728515625,2177.6266803050885,1658.8009270983068,19.564819415627557,3906.5267944335938,116.788,male
rms_arctic_a0387,-1.8423056856281828e-12,41.017791380414565,369964.31310668355,194690.87490260438,-0.09750437353710993,0.021678335964679718,-305.20458984375,1734.0387034723071,1610.9040136577469,20.15386354923836,3239.3465367759145,98.16,male
rms_arctic_b0278,-1.932461332311477e-12,26.53534881421365,398312.5903558672,136771.12677832856,-0.014375961984248597,0.013934868387877941,-300.81072998046875,1475.8174335226915,1526.4049423733206,22.25851749666516,2870.338199013158,97.561,male
rms_arctic_b0293,1.7160066188527987e-12,17.897847628344607,437948.73811440537,173139.08618303985,0.23768082938246768,0.03074057027697563,-292.1535339355469,1790.0176822446438,1566.9123793202116,20.91148819142359,3247.36083984375,100.0,male
